id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,concept_concat_info,concept_concat_sgtrt5,reconstruction_error_zscore_sgtrt5,reconstruction_error_zscore_glove,reconstruction_error_lof_sgtrt5,reconstruction_error_lof_glove,reconstruction_error_01pca2_glove,reconstruction_error_01pca2_sgtrt5,reconstruction_error_01ae_v0_glove_b10,reconstruction_error_01ae_v0_sgtrt5_b10,reconstruction_error_ensemble_AHMb,reconstruction_error_ensemble_APC,concept_concat_schema_instances_sgtrt5,reconstruction_error_zscore_sgtrt5_si,reconstruction_error_01lof_sgtrt5_si,reconstruction_error_01pca2_sgtrt5_si,reconstruction_error_01ae_v0_sgtrt5_si_b10
CONCEPT_118,jobtitle,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,jobtitle:employees:OC_MYSQL,employees job title,0.91755515,0.900724947901514,1.1096952,1.1587954113080188,0.0437799162579098,0.04279395,910.9239,1139.7388,0.653669360745895,0.6628280399301879,"employees job title (Sales Manager (APAC), Sales Manager (NA), President, Sale Manager (EMEA), VP Marketing)",0.9168666,1.1483341,0.041148737,2027.3953
CONCEPT_120,officecode,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,officecode:offices:OC_MYSQL,offices office code,0.90922767,0.7810641697052582,1.0882798,1.0343425436294018,0.0324324164350834,0.040156003,912.0547,1147.6959,0.5791785806108041,0.6485802340435781,"offices office code (2, 5, 1, 7, 6)",0.8210991,1.1672398,0.03787853,1963.5049
CONCEPT_121,city,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,city:offices:OC_MYSQL,offices city,0.97430676,0.8299648519278381,1.0723752,1.043726458485218,0.0337947908924225,0.038352456,954.206,1209.5293,0.636304930830119,0.7202105592915085,"offices city (Tokyo, San Francisco, Boston, Paris, NYC)",0.9952984,1.049226,0.03806913,2202.952
CONCEPT_122,phone,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,phone:offices:OC_MYSQL,offices phone,0.93008417,0.8758186554741328,1.0578818,1.0582715185170486,0.0367964210023156,0.038412593,944.0646,1126.0586,0.5766266403901771,0.6073713523768249,"offices phone (+33 14 723 4404, +44 20 7877 2041, +61 2 9264 2451, +81 33 224 5000, +1 215 837 0825)",0.8902712,1.1486473,0.03790684,1972.1232
CONCEPT_123,addressline1,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,addressline1:offices:OC_MYSQL,offices address line 1,0.88003874,0.9704407221277366,1.0466124,1.2036481700287645,0.0458834190226322,0.033749625,1015.1821,1110.0748,0.5868860846825869,0.5340711426006721,"offices address line 1 (1550 Court Place, 5-11 Wentworth Avenue, 43 Rue Jouffroy D'abbans, 523 East 53rd Street, 4-1 Kioicho)",0.9219806,1.1005765,0.038533147,2088.6545
CONCEPT_124,addressline2,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,addressline2:offices:OC_MYSQL,offices address line 2,0.8752482,0.9645891191022228,1.0480782,1.1949403016141018,0.045687762352715,0.036082726,1012.03625,1130.0521,0.6090008570943879,0.5563514255112678,"offices address line 2 (Suite 300, Suite 102, Level 7, Floor #2, apt. 5A)",0.8450832,1.147777,0.035287026,2024.869
CONCEPT_125,state,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,state:offices:OC_MYSQL,offices state,0.9257539,0.8583371627971376,1.106914,1.052554566401316,0.0370075367591365,0.041535053,949.2654,1148.0391,0.6382997615496211,0.6758703875036784,"offices state (MA, CA, NY, Chiyoda-Ku, nan)",0.921645,1.0984775,0.040052924,2065.0515
CONCEPT_126,country,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,country:offices:OC_MYSQL,offices country,0.9123215,0.8336271986202268,1.0814402,1.0250867067977087,0.0341142659903536,0.037807267,942.5214,1160.7527,0.5981264306714975,0.6407074728734304,"offices country (USA, UK, Australia, France, Japan)",0.95133084,1.0704361,0.037434828,2131.451
CONCEPT_127,postalcode,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,postalcode:offices:OC_MYSQL,offices postal code,0.94691116,0.9442416196638316,1.0773761,1.104986881504226,0.0435111775899683,0.04115035,1005.4155,1170.569,0.6787586945342459,0.6827093696209006,"offices postal code (94080, 102-8578, EC2N 1HN, NSW 2010, 02107)",0.8884871,1.1574597,0.04269746,2021.5194
CONCEPT_128,territory,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,territory:offices:OC_MYSQL,offices territory,0.92354745,0.8498422161028579,1.0903331,1.0502843717992676,0.0366179609136738,0.03849051,948.65247,1160.5216,0.6190733626707914,0.6598961402204865,offices territory (EMEA),0.96906704,1.0763167,0.03973082,2113.7153
CONCEPT_130,ordernumber,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,ordernumber:orderdetails:OC_MYSQL,order details order number,0.7159001,0.863709283793322,1.0214598,1.0342463871324032,0.0538443607447369,0.02292362,913.7553,988.71686,0.3482903783688613,0.2498027010713208,"order details order number (10145, 10140, 10303, 10337, 10279)",0.67321974,1.0009233,0.02148919,1773.359
CONCEPT_131,productcode,CONCEPT_129,orderdetails,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productcode:orderdetails:OC_MYSQL,order details product code,0.6762211,0.8989815199473051,1.0429844,1.066827713936419,0.0589496269096209,0.02487728,933.76605,965.2304,0.3720794179298316,0.2291073467697025,"order details product code (S18_3029, S72_1253, S700_2824, S24_1444, S10_4698)",0.6866436,1.0715561,0.02557984,1760.7058
CONCEPT_132,quantityordered,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,quantityordered:orderdetails:OC_MYSQL,order details quantity ordered,0.75401825,0.946292378323108,1.0411896,1.0344633821064473,0.0587732264506125,0.028747221,963.0263,1012.0276,0.4593727619130904,0.3398426889528911,"order details quantity ordered (55, 18, 28, 77, 50)",0.6972539,1.0188944,0.023122596,1805.4633
CONCEPT_133,priceeach,CONCEPT_129,orderdetails,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,priceeach:orderdetails:OC_MYSQL,order details price each,0.8104332,0.9319519766287796,1.0593418,1.0587870242723978,0.0605321827312082,0.037122495,951.5095,1065.7559,0.552949746232559,0.4770580674092097,"order details price each (63.98, 73.99, 49.13, 65.6, 59.83)",0.7350924,1.0617725,0.030334763,1864.8638
CONCEPT_134,orderlinenumber,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,orderlinenumber:orderdetails:OC_MYSQL,order details order line number,0.7305276,1.0067666375648043,1.0514535,1.1487275161120474,0.0668187815760035,0.026983103,988.5613,998.758,0.4768200963810457,0.309273947423206,"order details order line number (17, 10, 4, 11, 8)",0.73011,1.0335141,0.025650395,1818.0212
CONCEPT_136,ordernumber,CONCEPT_135,orders,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,ordernumber:orders:OC_MYSQL,orders order number,0.6982401,0.7192465688104065,0.99315184,1.033439244162871,0.0378880005596304,0.018714221,782.9629,953.4221,0.1970991228158435,0.1665158765847203,"orders order number (10400, 10338, 10389, 10341, 10135)",0.66519254,1.0024475,0.020280546,1698.8826
CONCEPT_137,orderdate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,orderdate:orders:OC_MYSQL,orders order date,0.78348637,0.7976475895379109,1.0338045,1.0495280248072631,0.0450762440152917,0.027204974,823.6916,1011.0879,0.3649019423972802,0.3454611551700901,"orders order date (2004-05-11, 2005-05-31, 2005-02-02, 2005-05-13, 2005-03-11)",0.7514117,1.0799125,0.029917374,1878.4985
CONCEPT_138,requireddate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,requireddate:orders:OC_MYSQL,orders required date,0.8661302,0.8034833047428405,1.100657,1.0639053985933808,0.0457414183109543,0.04109749,828.4154,1116.5396,0.5779033326699556,0.6076904158233638,"orders required date (2003-12-06, 2005-02-21, 2004-08-26, 2003-10-16, 2004-01-15)",0.85791665,1.1634791,0.04031397,2049.2805
CONCEPT_139,shippeddate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,0,1,0,0,shippeddate:orders:OC_MYSQL,orders shipped date,0.84192437,0.8613664649466669,1.1031349,1.087729255252561,0.0515961884921233,0.037553634,862.00256,1076.5996,0.5592130890271676,0.5419493024291641,"orders shipped date (2004-02-12, 2004-01-27, 2004-04-10, 2005-04-27, 2005-03-28)",0.709503,1.0282441,0.025562515,1791.3385
CONCEPT_140,status,CONCEPT_135,orders,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,status:orders:OC_MYSQL,orders status,0.8155169,0.6669947142054512,1.0726821,1.0430152279287712,0.0374384022094523,0.03396989,779.16846,1010.53394,0.3589107912728366,0.4313324665106625,"orders status (Disputed, Resolved, Cancelled, On Hold, Shipped)",0.8972475,1.2268734,0.045798313,1982.983
CONCEPT_141,comments,CONCEPT_135,orders,OC_MYSQL,0,1,0,0,0,0,0,0,0,0,comments:orders:OC_MYSQL,orders comments,0.8123112,0.7229711423532988,1.1087705,1.073441664489889,0.0402405977280128,0.037715863,800.40845,1051.8903,0.4683266050501518,0.508062536090166,"orders comments (Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees., Customer will send a truck to our local warehouse on 7/1/2004, Customer requested that ad materials (such as posters, pamphlets) be included in the shippment, Can we renegotiate this one?, Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.)",0.8804677,1.2119442,0.041192353,1988.3433
CONCEPT_142,customernumber,CONCEPT_135,orders,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,customernumber:orders:OC_MYSQL,orders customer number,0.67818767,0.7197977557699925,0.9741676,1.022894683366372,0.0375414089287394,0.016069598,786.9021,958.91797,0.1743179505074009,0.1307130196366054,"orders customer number (298, 314, 452, 201, 198)",0.6441578,0.98117775,0.017478166,1710.6176
CONCEPT_144,customernumber,CONCEPT_143,payments,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,customernumber:payments:OC_MYSQL,payments customer number,0.82681495,0.8391607530857451,1.1125902,1.04789521472366,0.0539869667592552,0.035596363,903.8122,1065.0126,0.5419741441997609,0.5272856798872574,"payments customer number (495, 412, 166, 240, 148)",0.7989395,1.0710284,0.02892224,1877.9259
CONCEPT_145,checknumber,CONCEPT_143,payments,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,checknumber:payments:OC_MYSQL,payments check number,0.99476224,0.8189056071995662,1.2467961,1.0495398788571384,0.0519368566822331,0.055047024,889.8015,1210.406,0.8550038545458918,0.9579409680222568,"payments check number (JO719695, CN328545, NR27552, CA762595, MN89921)",0.88119775,1.2105261,0.039479706,2017.0378
CONCEPT_146,paymentdate,CONCEPT_143,payments,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,paymentdate:payments:OC_MYSQL,payments payment date,0.95887345,0.8380369247995836,1.2093638,1.0678915375476,0.0544176206005106,0.052404325,909.01086,1180.093,0.8014059878266183,0.8711015975000048,"payments payment date (2005-05-18, 2004-02-17, 2004-12-05, 2004-08-09, 2003-02-20)",0.88552374,1.1879624,0.044226885,2087.9224
CONCEPT_147,amount,CONCEPT_143,payments,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,amount:payments:OC_MYSQL,payments amount,0.99483424,0.8149776220648701,1.2758162,1.05606218760467,0.0532112820498612,0.056426764,895.9514,1202.792,0.8845799129734411,0.9897136334231196,"payments amount (36442.34, 15059.76, 3452.75, 32723.04, 1960.8)",0.830431,1.158165,0.036146075,1960.6737
CONCEPT_149,productline,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productline:productlines:OC_MYSQL,product lines product line,0.8564251,0.9075700598116015,1.0464903,1.161618643660798,0.0556627538283119,0.031897057,937.78345,1084.8876,0.5184466320885706,0.4850803520390303,"product lines product line (Classic Cars, Ships, Planes, Trucks and Buses, Vintage Cars)",0.9031789,1.0601888,0.04198888,2055.4585
CONCEPT_150,textdescription,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,textdescription:productlines:OC_MYSQL,product lines text description,0.811718,0.9327214575799544,1.0318897,1.204084821355768,0.056524778810589,0.02960063,955.37573,1034.4922,0.4663697949271391,0.3908717413438299,"product lines text description (Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office., Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers., Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity., Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5., The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office.)",0.89655477,1.1654918,0.041873872,2016.3136
CONCEPT_151,htmldescription,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,0,0,0,0,htmldescription:productlines:OC_MYSQL,product lines html description,0.80017495,0.946270075256727,1.0387236,1.221888054358095,0.0575682667641506,0.030992888,972.42535,1052.6226,0.4985627723435015,0.4083234938914696,product lines html description (nan),0.8092075,1.0086917,0.02257911,1945.2094
CONCEPT_152,image,CONCEPT_148,productlines,OC_MYSQL,0,0,0,1,0,0,0,0,0,0,image:productlines:OC_MYSQL,product lines image,0.7870291,0.8660607433759759,1.024262,1.1362652346529072,0.0496805590948371,0.026163675,935.48083,1027.119,0.3973165876384197,0.3426605303633178,product lines image (nan),0.7851146,1.005732,0.016503321,1904.316
CONCEPT_154,productcode,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productcode:products:OC_MYSQL,products product code,0.7523282,0.6538820543087557,0.99531496,0.9800203514491418,0.0174228587710988,0.023326667,762.8131,1016.1827,0.2396824751311435,0.2792020538017146,"products product code (S24_2766, S32_4289, S18_1662, S12_1666, S24_1578)",0.7767098,1.1084796,0.033439066,1856.7423
CONCEPT_155,productname,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productname:products:OC_MYSQL,products product name,0.7595353,0.6154971493534389,0.9939086,0.9732301517438008,0.0132244745540296,0.015743457,744.26294,982.48425,0.1495033816274598,0.2146139265216783,"products product name (1928 British Royal Navy Airplane, 1937 Lincoln Berline, 1970 Chevy Chevelle SS 454, 1992 Porsche Cayenne Turbo Silver, 1982 Lamborghini Diablo)",0.91347724,1.19682,0.046160866,2093.9192
CONCEPT_156,productline,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productline:products:OC_MYSQL,products product line,0.7878301,0.6773768543020893,1.0010235,0.99144982609494,0.017142812311693,0.02038881,767.75977,1029.9619,0.2528857729890789,0.3020596971019479,"products product line (Trains, Vintage Cars, Trucks and Buses, Classic Cars, Motorcycles)",0.9065876,1.0754986,0.042023156,2048.6902
CONCEPT_157,productscale,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productscale:products:OC_MYSQL,products product scale,0.80992866,0.7493263299418069,1.0196798,1.0154934880054882,0.0226051737689173,0.028224507,823.79803,1041.8385,0.3525825644708368,0.3763752756803757,"products product scale (1:24, 1:72, 1:50, 1:12, 1:10)",0.798496,1.1176444,0.037311677,1914.4757
CONCEPT_158,productvendor,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productvendor:products:OC_MYSQL,products product vendor,0.7572883,0.671034518027845,0.99996525,0.9834700768346556,0.0188559241844453,0.027849862,774.14685,996.0252,0.2512436482961978,0.284517006881118,"products product vendor (Autoart Studio Design, Min Lin Diecast, Studio M Art Models, Second Gear Diecast, Classic Metal Creations)",0.8414797,1.0965889,0.03649645,2002.6837
CONCEPT_159,productdescription,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,productdescription:products:OC_MYSQL,products product description,0.7908519,0.6021385278248086,0.99699885,0.9915121392307036,0.0115772026388294,0.017931981,737.9961,1001.64343,0.1691621345779749,0.2614528207052077,"products product description (1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black, Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system., Measures 38 inches Long x 33 3/4 inches High. Includes a stand.  Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged, Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand  , precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine, Exact replica. 100+ parts. working steering system, original logos)",0.9334707,1.3097208,0.049242724,2077.699
CONCEPT_160,quantityinstock,CONCEPT_153,products,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,quantityinstock:products:OC_MYSQL,products quantity in stock,0.80481577,0.93889138176596,1.0572269,1.3258677323320005,0.0421231904310782,0.033837702,906.3504,1028.92,0.5029711844453615,0.4197162347802645,"products quantity in stock (414, 2874, 1452, 6906, 2542)",0.7064829,1.0752565,0.027050167,1780.8466
CONCEPT_161,buyprice,CONCEPT_153,products,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,buyprice:products:OC_MYSQL,products buy price,0.830921,0.9120367991444212,1.0435013,1.2497600787237992,0.0377824893306731,0.03273145,898.37445,1072.6194,0.5057806869582961,0.4537904370779192,"products buy price (29.18, 60.74, 66.74, 21.75, 34.0)",0.7558239,1.0854255,0.032150026,1884.484
CONCEPT_162,msrp,CONCEPT_153,products,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,msrp:products:OC_MYSQL,products m srp,0.8656494,0.8652848277592602,1.0935063,1.14384477529388,0.0324224496131728,0.037963822,896.7824,1106.6044,0.5762758068096745,0.5719158534235365,"products m srp (68.79, 53.91, 136.59, 91.34, 117.44)",0.80747414,1.1201539,0.03782336,1975.981
CONCEPT_165,customerid,CONCEPT_164,customer,OC_HANA,1,0,0,0,1,0,0,0,0,0,customerid:customer:OC_HANA,customer customer id,0.68121654,0.5575589323073423,0.98788244,0.9904618512735748,0.0264808567786102,0.023397326,721.9662,998.2202,0.1709387378834062,0.2180958736143042,"customer customer id (39, 43, 83, 42, 29)",0.6704693,0.9826787,0.018475736,1750.7654
CONCEPT_166,cityid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,cityid:customer:OC_HANA,customer city id,0.7517447,0.6814954898614627,1.0619484,1.019444359475313,0.0344584149505095,0.031147247,784.3697,1055.0889,0.3821606226408762,0.4061891594506898,"customer city id (15, 9, 29, 21, 26)",0.6799875,0.9960267,0.022520095,1816.1501
CONCEPT_167,countryid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,countryid:customer:OC_HANA,customer country id,0.7310476,0.6692749638406442,1.0335525,1.0165320520273744,0.0326214930231476,0.028786855,761.6076,1028.4357,0.3172874102903361,0.3348790231851307,"customer country id (7, 11, 15, 8, 6)",0.6372947,0.9933804,0.021204716,1747.7446
CONCEPT_168,regionid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,regionid:customer:OC_HANA,customer region id,0.76851845,0.6993635616153453,1.0489222,1.0269101741160196,0.036485188287019,0.03393191,791.64746,1039.66,0.3791730346015526,0.4040572428487755,"customer region id (5, 1, 2, 4, 3)",0.71381783,1.0651063,0.028308386,1833.9534
CONCEPT_169,customer,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,customer:customer:OC_HANA,customer customer,0.7805193,0.5959560862599711,1.0027751,1.0101858737121958,0.0284641946657234,0.03380428,718.96387,1056.883,0.2996724498049756,0.3887943159741472,"customer customer (Tekmigear, Alltabuy, Cylons R Us, Quebertini, Tekmubuy)",0.83587235,1.1415354,0.037338965,1975.4609
CONCEPT_170,cityname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,cityname:customer:OC_HANA,customer city name,0.8073118,0.684046664783414,1.0255941,1.0350122258638756,0.0359352096275721,0.03163221,772.62006,1084.3704,0.3815757643737804,0.4394551778805027,"customer city name (Toronto, Kyoto, London, Pragues, Marseilles)",0.90854836,1.0730156,0.035963956,2098.6094
CONCEPT_171,countryname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,countryname:customer:OC_HANA,customer country name,0.7880637,0.7063057712957028,1.0251577,1.0280481772104095,0.0375568799382767,0.034803957,772.4186,1075.1852,0.3998468060589605,0.433327651615186,"customer country name (Mexico, France, Spain, Japan, Colombia)",0.85951376,1.1372064,0.037868652,2055.5815
CONCEPT_172,regionname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,regionname:customer:OC_HANA,customer region name,0.79751563,0.7217654852940018,1.0274419,1.039513714250502,0.0393120320785319,0.03587875,788.0412,1058.4606,0.401494885588044,0.4325057508335888,"customer region name (EEMEA, Europe, North America, Latin America, Asia PAC)",0.9019246,1.1413655,0.040112164,1991.0676
CONCEPT_174,productid,CONCEPT_173,product,OC_HANA,1,0,0,0,1,0,0,0,0,0,productid:product:OC_HANA,product product id,0.72305137,0.5866615820601759,0.99374235,0.9716386657205092,0.0204700030404782,0.019513464,748.55225,975.2041,0.152820633374698,0.2105784658257666,"product product id (8, 34, 26, 50, 23)",0.6715598,1.009901,0.021661097,1769.5122
CONCEPT_175,categoryid,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,categoryid:product:OC_HANA,product category id,0.75719404,0.7089053891954871,1.0220492,1.0079793429265478,0.0272706567894538,0.022699289,805.87164,1002.49634,0.2790057801797375,0.2914815416954476,"product category id (5, 7, 9, 10, 13)",0.72911626,1.0326315,0.02659692,1842.4933
CONCEPT_176,lineid,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,lineid:product:OC_HANA,product line id,0.7308326,0.6719157755527302,1.0273731,1.0023080593377347,0.0248788260425065,0.0254805,770.13055,1001.51514,0.2705940356229918,0.2866031788640608,product line id (2),0.7882497,1.0789857,0.033816826,1882.861
CONCEPT_177,productname,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,productname:product:OC_HANA,product product name,0.76501054,0.5915012404119373,0.9925607,0.97375791348045,0.0175062191601208,0.017118217,723.9986,985.3296,0.1446429415837289,0.2263665755350758,"product product name (Berta Golf Clubs, Black diamond 6800, Nokia 7380, Tennis cap, Fusion Fridge)",0.8864019,1.1518312,0.04184268,2025.1072
CONCEPT_178,productdescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,productdescription:product:OC_HANA,product product description,0.81496173,0.5781426188833071,1.0032136,0.9939620702757392,0.0157244749839707,0.022182241,718.19183,1018.4059,0.1954073909717802,0.3161316464404023,"product product description (Nokia 6010, Samsung e335, UBR 7100, Golf Balls, XBOX)",0.87474984,1.1458138,0.0424908,1939.2981
CONCEPT_179,categoryname,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,categoryname:product:OC_HANA,product category name,0.81084675,0.7159514204579065,1.0007292,1.012121254181967,0.0258882437504972,0.021708533,791.95306,1030.3364,0.2794895556694707,0.3221404891577997,"product category name (Golf, Consoles, Ski, Nokia Handsets, nan)",0.9022532,1.0978111,0.03654924,2050.2976
CONCEPT_180,categorydescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,categorydescription:product:OC_HANA,product category description,0.83233976,0.7145587017007429,1.0081466,1.0545745481572262,0.024344765656631,0.022002371,788.65466,1031.0889,0.2872184630354549,0.3442657008405154,"product category description (Bikes, Motorola Handsets, Home Theater, nan, Ski)",0.8772135,1.0821747,0.036928196,2004.3691
CONCEPT_181,linename,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,linename:product:OC_HANA,product line name,0.789674,0.7092887192140936,1.0119117,1.0236913632286813,0.0248091735535145,0.023384145,765.6391,1022.4817,0.2854179422588547,0.3182868095682035,product line name (nan),0.79779625,1.0045965,0.017451573,1907.276
CONCEPT_182,linedescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,linedescription:product:OC_HANA,product line description,0.8129601,0.6694435454646114,1.0213267,1.0411749024621295,0.021618460187689,0.026686639,750.22656,1028.8698,0.2943093042156233,0.3637681627606594,product line description (Sports),0.89749163,1.0937659,0.043828342,2006.0178
CONCEPT_183,discontinued,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,discontinued:product:OC_HANA,product discontinued,0.8852218,0.6871617244537229,1.1372026,1.0040892641029453,0.024987907734653,0.040567692,777.48694,1078.2279,0.510758314719733,0.6163525985904833,product discontinued (1),0.8478539,1.1498038,0.040354926,1900.4432
CONCEPT_184,capacity,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,capacity:product:OC_HANA,product capacity,0.82673985,0.7169814759842618,1.0923245,1.0256510156691343,0.0269758692776353,0.0358116,798.78815,1060.407,0.4445009423661628,0.496669295984431,"product capacity (3.8 cu.ft., nan, 18 cu.ft., 22 cu.ft., 3.3 cu.ft.)",0.8060188,1.1156512,0.034512892,1988.3181
CONCEPT_185,screensize,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,screensize:product:OC_HANA,product screen size,0.8627343,0.8341728828616216,1.1250874,1.2070480056195865,0.0324357185997256,0.041023925,850.1423,1101.4901,0.5920475268756716,0.6028751057479494,product screen size (nan),0.82471424,1.0069131,0.0221251,1950.451
CONCEPT_187,orderid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,1,0,0,0,0,0,orderid:customerorder:OC_HANA,customer order order id,0.6463038,0.7437849948370069,0.99014497,1.014436399517578,0.0123947044284048,0.0066499473,806.9499,951.10175,0.1484154376643239,0.0714503778794717,"customer order order id (6745, 7615, 3767, 1697, 201)",0.6313023,0.9835492,0.015264326,1678.7408
