id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,refined_instances,concept_concat_info,concept_concat_sgtrt5,concept_concat_schema_instances_sgtrt5
CONCEPT_122,phone,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"+33 14 723 4404, +44 20 7877 2041, +61 2 9264 2451, +81 33 224 5000, +1 215 837 0825",phone:offices:OC_MYSQL,offices phone,"offices phone (+33 14 723 4404, +44 20 7877 2041, +61 2 9264 2451, +81 33 224 5000, +1 215 837 0825)"
CONCEPT_123,addressline1,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"1550 Court Place, 5-11 Wentworth Avenue, 43 Rue Jouffroy D'abbans, 523 East 53rd Street, 4-1 Kioicho",addressline1:offices:OC_MYSQL,offices address line 1,"offices address line 1 (1550 Court Place, 5-11 Wentworth Avenue, 43 Rue Jouffroy D'abbans, 523 East 53rd Street, 4-1 Kioicho)"
CONCEPT_124,addressline2,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"Suite 300, Suite 102, Level 7, Floor #2, apt. 5A",addressline2:offices:OC_MYSQL,offices address line 2,"offices address line 2 (Suite 300, Suite 102, Level 7, Floor #2, apt. 5A)"
CONCEPT_125,state,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"MA, CA, NY, Chiyoda-Ku, nan",state:offices:OC_MYSQL,offices state,"offices state (MA, CA, NY, Chiyoda-Ku, nan)"
CONCEPT_126,country,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"USA, UK, Australia, France, Japan",country:offices:OC_MYSQL,offices country,"offices country (USA, UK, Australia, France, Japan)"
CONCEPT_127,postalcode,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"94080, 102-8578, EC2N 1HN, NSW 2010, 02107",postalcode:offices:OC_MYSQL,offices postal code,"offices postal code (94080, 102-8578, EC2N 1HN, NSW 2010, 02107)"
CONCEPT_128,territory,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,EMEA,territory:offices:OC_MYSQL,offices territory,offices territory (EMEA)
CONCEPT_130,ordernumber,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"10145, 10140, 10303, 10337, 10279",ordernumber:orderdetails:OC_MYSQL,order details order number,"order details order number (10145, 10140, 10303, 10337, 10279)"
CONCEPT_131,productcode,CONCEPT_129,orderdetails,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"S18_3029, S72_1253, S700_2824, S24_1444, S10_4698",productcode:orderdetails:OC_MYSQL,order details product code,"order details product code (S18_3029, S72_1253, S700_2824, S24_1444, S10_4698)"
CONCEPT_132,quantityordered,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"55, 18, 28, 77, 50",quantityordered:orderdetails:OC_MYSQL,order details quantity ordered,"order details quantity ordered (55, 18, 28, 77, 50)"
CONCEPT_133,priceeach,CONCEPT_129,orderdetails,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,"63.98, 73.99, 49.13, 65.6, 59.83",priceeach:orderdetails:OC_MYSQL,order details price each,"order details price each (63.98, 73.99, 49.13, 65.6, 59.83)"
CONCEPT_134,orderlinenumber,CONCEPT_129,orderdetails,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"17, 10, 4, 11, 8",orderlinenumber:orderdetails:OC_MYSQL,order details order line number,"order details order line number (17, 10, 4, 11, 8)"
CONCEPT_136,ordernumber,CONCEPT_135,orders,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"10400, 10338, 10389, 10341, 10135",ordernumber:orders:OC_MYSQL,orders order number,"orders order number (10400, 10338, 10389, 10341, 10135)"
CONCEPT_137,orderdate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,"2004-05-11, 2005-05-31, 2005-02-02, 2005-05-13, 2005-03-11",orderdate:orders:OC_MYSQL,orders order date,"orders order date (2004-05-11, 2005-05-31, 2005-02-02, 2005-05-13, 2005-03-11)"
CONCEPT_138,requireddate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,"2003-12-06, 2005-02-21, 2004-08-26, 2003-10-16, 2004-01-15",requireddate:orders:OC_MYSQL,orders required date,"orders required date (2003-12-06, 2005-02-21, 2004-08-26, 2003-10-16, 2004-01-15)"
CONCEPT_139,shippeddate,CONCEPT_135,orders,OC_MYSQL,0,0,1,0,0,0,0,1,0,0,"2004-02-12, 2004-01-27, 2004-04-10, 2005-04-27, 2005-03-28",shippeddate:orders:OC_MYSQL,orders shipped date,"orders shipped date (2004-02-12, 2004-01-27, 2004-04-10, 2005-04-27, 2005-03-28)"
CONCEPT_140,status,CONCEPT_135,orders,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Disputed, Resolved, Cancelled, On Hold, Shipped",status:orders:OC_MYSQL,orders status,"orders status (Disputed, Resolved, Cancelled, On Hold, Shipped)"
CONCEPT_141,comments,CONCEPT_135,orders,OC_MYSQL,0,1,0,0,0,0,0,0,0,0,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees., Customer will send a truck to our local warehouse on 7/1/2004, Customer requested that ad materials (such as posters, pamphlets) be included in the shippment, Can we renegotiate this one?, Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.",comments:orders:OC_MYSQL,orders comments,"orders comments (Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees., Customer will send a truck to our local warehouse on 7/1/2004, Customer requested that ad materials (such as posters, pamphlets) be included in the shippment, Can we renegotiate this one?, Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.)"
CONCEPT_142,customernumber,CONCEPT_135,orders,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"298, 314, 452, 201, 198",customernumber:orders:OC_MYSQL,orders customer number,"orders customer number (298, 314, 452, 201, 198)"
CONCEPT_144,customernumber,CONCEPT_143,payments,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"495, 412, 166, 240, 148",customernumber:payments:OC_MYSQL,payments customer number,"payments customer number (495, 412, 166, 240, 148)"
CONCEPT_145,checknumber,CONCEPT_143,payments,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"JO719695, CN328545, NR27552, CA762595, MN89921",checknumber:payments:OC_MYSQL,payments check number,"payments check number (JO719695, CN328545, NR27552, CA762595, MN89921)"
CONCEPT_146,paymentdate,CONCEPT_143,payments,OC_MYSQL,0,0,1,0,0,0,1,0,0,0,"2005-05-18, 2004-02-17, 2004-12-05, 2004-08-09, 2003-02-20",paymentdate:payments:OC_MYSQL,payments payment date,"payments payment date (2005-05-18, 2004-02-17, 2004-12-05, 2004-08-09, 2003-02-20)"
CONCEPT_147,amount,CONCEPT_143,payments,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,"36442.34, 15059.76, 3452.75, 32723.04, 1960.8",amount:payments:OC_MYSQL,payments amount,"payments amount (36442.34, 15059.76, 3452.75, 32723.04, 1960.8)"
CONCEPT_149,productline,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Classic Cars, Ships, Planes, Trucks and Buses, Vintage Cars",productline:productlines:OC_MYSQL,product lines product line,"product lines product line (Classic Cars, Ships, Planes, Trucks and Buses, Vintage Cars)"
CONCEPT_150,textdescription,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office., Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers., Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity., Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5., The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office.",textdescription:productlines:OC_MYSQL,product lines text description,"product lines text description (Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office., Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers., Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity., Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5., The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office.)"
CONCEPT_151,htmldescription,CONCEPT_148,productlines,OC_MYSQL,0,1,0,0,0,0,0,0,0,0,,htmldescription:productlines:OC_MYSQL,product lines html description,product lines html description (nan)
CONCEPT_152,image,CONCEPT_148,productlines,OC_MYSQL,0,0,0,1,0,0,0,0,0,0,,image:productlines:OC_MYSQL,product lines image,product lines image (nan)
CONCEPT_154,productcode,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"S24_2766, S32_4289, S18_1662, S12_1666, S24_1578",productcode:products:OC_MYSQL,products product code,"products product code (S24_2766, S32_4289, S18_1662, S12_1666, S24_1578)"
CONCEPT_155,productname,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"1928 British Royal Navy Airplane, 1937 Lincoln Berline, 1970 Chevy Chevelle SS 454, 1992 Porsche Cayenne Turbo Silver, 1982 Lamborghini Diablo",productname:products:OC_MYSQL,products product name,"products product name (1928 British Royal Navy Airplane, 1937 Lincoln Berline, 1970 Chevy Chevelle SS 454, 1992 Porsche Cayenne Turbo Silver, 1982 Lamborghini Diablo)"
CONCEPT_156,productline,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Trains, Vintage Cars, Trucks and Buses, Classic Cars, Motorcycles",productline:products:OC_MYSQL,products product line,"products product line (Trains, Vintage Cars, Trucks and Buses, Classic Cars, Motorcycles)"
CONCEPT_157,productscale,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"1:24, 1:72, 1:50, 1:12, 1:10",productscale:products:OC_MYSQL,products product scale,"products product scale (1:24, 1:72, 1:50, 1:12, 1:10)"
CONCEPT_158,productvendor,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Autoart Studio Design, Min Lin Diecast, Studio M Art Models, Second Gear Diecast, Classic Metal Creations",productvendor:products:OC_MYSQL,products product vendor,"products product vendor (Autoart Studio Design, Min Lin Diecast, Studio M Art Models, Second Gear Diecast, Classic Metal Creations)"
CONCEPT_159,productdescription,CONCEPT_153,products,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black, Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system., Measures 38 inches Long x 33 3/4 inches High. Includes a stand.  Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged, Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand  , precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine, Exact replica. 100+ parts. working steering system, original logos",productdescription:products:OC_MYSQL,products product description,"products product description (1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black, Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system., Measures 38 inches Long x 33 3/4 inches High. Includes a stand.  Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged, Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand  , precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine, Exact replica. 100+ parts. working steering system, original logos)"
CONCEPT_160,quantityinstock,CONCEPT_153,products,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"414, 2874, 1452, 6906, 2542",quantityinstock:products:OC_MYSQL,products quantity in stock,"products quantity in stock (414, 2874, 1452, 6906, 2542)"
CONCEPT_161,buyprice,CONCEPT_153,products,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,"29.18, 60.74, 66.74, 21.75, 34.0",buyprice:products:OC_MYSQL,products buy price,"products buy price (29.18, 60.74, 66.74, 21.75, 34.0)"
CONCEPT_162,msrp,CONCEPT_153,products,OC_MYSQL,0,0,0,0,0,0,1,0,0,0,"68.79, 53.91, 136.59, 91.34, 117.44",msrp:products:OC_MYSQL,products m srp,"products m srp (68.79, 53.91, 136.59, 91.34, 117.44)"
CONCEPT_165,customerid,CONCEPT_164,customer,OC_HANA,1,0,0,0,1,0,0,0,0,0,"39, 43, 83, 42, 29",customerid:customer:OC_HANA,customer customer id,"customer customer id (39, 43, 83, 42, 29)"
CONCEPT_166,cityid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,"15, 9, 29, 21, 26",cityid:customer:OC_HANA,customer city id,"customer city id (15, 9, 29, 21, 26)"
CONCEPT_167,countryid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,"7, 11, 15, 8, 6",countryid:customer:OC_HANA,customer country id,"customer country id (7, 11, 15, 8, 6)"
CONCEPT_168,regionid,CONCEPT_164,customer,OC_HANA,1,0,0,0,0,0,0,0,0,0,"5, 1, 2, 4, 3",regionid:customer:OC_HANA,customer region id,"customer region id (5, 1, 2, 4, 3)"
CONCEPT_169,customer,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Tekmigear, Alltabuy, Cylons R Us, Quebertini, Tekmubuy",customer:customer:OC_HANA,customer customer,"customer customer (Tekmigear, Alltabuy, Cylons R Us, Quebertini, Tekmubuy)"
CONCEPT_170,cityname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Toronto, Kyoto, London, Pragues, Marseilles",cityname:customer:OC_HANA,customer city name,"customer city name (Toronto, Kyoto, London, Pragues, Marseilles)"
CONCEPT_171,countryname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Mexico, France, Spain, Japan, Colombia",countryname:customer:OC_HANA,customer country name,"customer country name (Mexico, France, Spain, Japan, Colombia)"
CONCEPT_172,regionname,CONCEPT_164,customer,OC_HANA,0,1,0,0,0,0,0,0,0,0,"EEMEA, Europe, North America, Latin America, Asia PAC",regionname:customer:OC_HANA,customer region name,"customer region name (EEMEA, Europe, North America, Latin America, Asia PAC)"
CONCEPT_174,productid,CONCEPT_173,product,OC_HANA,1,0,0,0,1,0,0,0,0,0,"8, 34, 26, 50, 23",productid:product:OC_HANA,product product id,"product product id (8, 34, 26, 50, 23)"
CONCEPT_175,categoryid,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,"5, 7, 9, 10, 13",categoryid:product:OC_HANA,product category id,"product category id (5, 7, 9, 10, 13)"
CONCEPT_176,lineid,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,2,lineid:product:OC_HANA,product line id,product line id (2)
CONCEPT_177,productname,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Berta Golf Clubs, Black diamond 6800, Nokia 7380, Tennis cap, Fusion Fridge",productname:product:OC_HANA,product product name,"product product name (Berta Golf Clubs, Black diamond 6800, Nokia 7380, Tennis cap, Fusion Fridge)"
CONCEPT_178,productdescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Nokia 6010, Samsung e335, UBR 7100, Golf Balls, XBOX",productdescription:product:OC_HANA,product product description,"product product description (Nokia 6010, Samsung e335, UBR 7100, Golf Balls, XBOX)"
CONCEPT_179,categoryname,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Golf, Consoles, Ski, Nokia Handsets, nan",categoryname:product:OC_HANA,product category name,"product category name (Golf, Consoles, Ski, Nokia Handsets, nan)"
CONCEPT_180,categorydescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,"Bikes, Motorola Handsets, Home Theater, nan, Ski",categorydescription:product:OC_HANA,product category description,"product category description (Bikes, Motorola Handsets, Home Theater, nan, Ski)"
CONCEPT_181,linename,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,,linename:product:OC_HANA,product line name,product line name (nan)
CONCEPT_182,linedescription,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,Sports,linedescription:product:OC_HANA,product line description,product line description (Sports)
CONCEPT_183,discontinued,CONCEPT_173,product,OC_HANA,1,0,0,0,0,0,0,0,0,0,1,discontinued:product:OC_HANA,product discontinued,product discontinued (1)
CONCEPT_184,capacity,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,"3.8 cu.ft., nan, 18 cu.ft., 22 cu.ft., 3.3 cu.ft.",capacity:product:OC_HANA,product capacity,"product capacity (3.8 cu.ft., nan, 18 cu.ft., 22 cu.ft., 3.3 cu.ft.)"
CONCEPT_185,screensize,CONCEPT_173,product,OC_HANA,0,1,0,0,0,0,0,0,0,0,,screensize:product:OC_HANA,product screen size,product screen size (nan)
CONCEPT_187,orderid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,1,0,0,0,0,0,"6745, 7615, 3767, 1697, 201",orderid:customerorder:OC_HANA,customer order order id,"customer order order id (6745, 7615, 3767, 1697, 201)"
CONCEPT_188,productid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,"22, 2, 50, 36, 55",productid:customerorder:OC_HANA,customer order product id,"customer order product id (22, 2, 50, 36, 55)"
CONCEPT_189,customerid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,"73, 58, 59, 15, 107",customerid:customerorder:OC_HANA,customer order customer id,"customer order customer id (73, 58, 59, 15, 107)"
CONCEPT_190,employeeid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"27, 11, 17, 13, 5",employeeid:customerorder:OC_HANA,customer order employee id,"customer order employee id (27, 11, 17, 13, 5)"
CONCEPT_191,promotionid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,,promotionid:customerorder:OC_HANA,customer order promotion id,customer order promotion id (nan)
CONCEPT_192,territoryid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,,territoryid:customerorder:OC_HANA,customer order territory id,customer order territory id (nan)
CONCEPT_193,orderperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"2761, 2164, 1690, 2125, 2495",orderperiodid:customerorder:OC_HANA,customer order order period id,"customer order order period id (2761, 2164, 1690, 2125, 2495)"
CONCEPT_194,requiredperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"1653, 2486, 2670, 1726, 2935",requiredperiodid:customerorder:OC_HANA,customer order required period id,"customer order required period id (1653, 2486, 2670, 1726, 2935)"
CONCEPT_195,shippedperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"1688, 2710, 1537, 1490, 2235",shippedperiodid:customerorder:OC_HANA,customer order shipped period id,"customer order shipped period id (1688, 2710, 1537, 1490, 2235)"
CONCEPT_196,shipperid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"7.0, 3.0, nan, 9.0, 5.0",shipperid:customerorder:OC_HANA,customer order shipper id,"customer order shipper id (7.0, 3.0, nan, 9.0, 5.0)"
CONCEPT_197,unitprice,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"2000, 190, 1300, 500, 15",unitprice:customerorder:OC_HANA,customer order unit price,"customer order unit price (2000, 190, 1300, 500, 15)"
CONCEPT_198,quantity,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"1145, 430, 1776, 272, 19",quantity:customerorder:OC_HANA,customer order quantity,"customer order quantity (1145, 430, 1776, 272, 19)"
CONCEPT_199,discount,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"16, 23, 28, 18, 19",discount:customerorder:OC_HANA,customer order discount,"customer order discount (16, 23, 28, 18, 19)"
CONCEPT_200,unitsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"35530, 344896, 60690, 47321, 165155",unitsales:customerorder:OC_HANA,customer order unit sales,"customer order unit sales (35530, 344896, 60690, 47321, 165155)"
CONCEPT_201,netsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"20239.8, 146862.0, 8539.8, 266860.8, 267279.0",netsales:customerorder:OC_HANA,customer order net sales,"customer order net sales (20239.8, 146862.0, 8539.8, 266860.8, 267279.0)"
CONCEPT_202,unitcost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"63, 142, 67, 412, 375",unitcost:customerorder:OC_HANA,customer order unit cost,"customer order unit cost (63, 142, 67, 412, 375)"
CONCEPT_203,freight,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,,freight:customerorder:OC_HANA,customer order freight,customer order freight (nan)
CONCEPT_204,cost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,"592350, 183300, 1410, 65216, 27540",cost:customerorder:OC_HANA,customer order cost,"customer order cost (592350, 183300, 1410, 65216, 27540)"
CONCEPT_205,quantityordered,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,,quantityordered:customerorder:OC_HANA,customer order quantity ordered,customer order quantity ordered (nan)
CONCEPT_206,deliveredperiodid,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,,deliveredperiodid:customerorder:OC_HANA,customer order delivered period id,customer order delivered period id (nan)
